,redshift,thv,loge0,thc,logn0,p,logepse,logepsb,ksin,g0
138,0.01,1.320167885468381,46.87511893778809,0.03443703286222662,0.42746757819514425,2.3,-1.25,-2.5,1.0,1000.0
139,0.01,1.0538335164336572,48.76447571996937,0.011515718300315721,-1.7765839431828234,2.3,-1.25,-2.5,1.0,1000.0
140,0.01,0.44724252137450904,52.68550259099967,0.011906284087473223,-0.19022037459349228,2.3,-1.25,-2.5,1.0,1000.0
141,0.01,1.141190992336391,51.52280218741599,0.03949396950429565,-2.286986659770342,2.3,-1.25,-2.5,1.0,1000.0
142,0.01,0.6529864423177624,52.69980779160944,0.09496437611765715,1.7379285826971476,2.3,-1.25,-2.5,1.0,1000.0
143,0.01,1.492463045635128,51.50759267395919,0.019967472785295513,1.4649136678372354,2.3,-1.25,-2.5,1.0,1000.0
144,0.01,0.9546246551023214,49.98247795182431,0.09743546796155557,1.5222595184397143,2.3,-1.25,-2.5,1.0,1000.0
145,0.01,1.0322113438340343,48.217248695044844,0.06119351870854119,-2.471659016034846,2.3,-1.25,-2.5,1.0,1000.0
146,0.01,0.5556863757957804,52.9364740093018,0.05703320329965475,-1.8436114545662607,2.3,-1.25,-2.5,1.0,1000.0
147,0.01,0.2900760321203616,50.87876597607055,0.027412530339804765,-0.5883750837125206,2.3,-1.25,-2.5,1.0,1000.0
148,0.01,1.15445263454741,49.858829483030185,0.06381960736065206,0.7920073219375423,2.3,-1.25,-2.5,1.0,1000.0
149,0.01,0.2750924448369038,51.28129935262248,0.027129143320981014,-4.88096907458662,2.3,-1.25,-2.5,1.0,1000.0
150,0.01,0.7862663103507881,47.51414012817227,0.07637227426255658,-0.3840976022407858,2.3,-1.25,-2.5,1.0,1000.0
151,0.01,1.0156265505345454,48.64266591433948,0.08797607600307437,-1.699001983133836,2.3,-1.25,-2.5,1.0,1000.0
152,0.01,1.3565054411873085,49.023755259165476,0.06116701082236247,1.444860012058001,2.3,-1.25,-2.5,1.0,1000.0
153,0.01,0.9964013718265324,48.10258052826364,0.05184700259242423,0.9435430696777809,2.3,-1.25,-2.5,1.0,1000.0
154,0.01,0.14013925220708648,47.31616651005861,0.04968262567974675,-3.9195111647584637,2.3,-1.25,-2.5,1.0,1000.0
155,0.01,1.4106600395740274,51.034632397109064,0.06375933189413896,-0.1946628225396898,2.3,-1.25,-2.5,1.0,1000.0
156,0.01,0.423329962291267,50.97821057096863,0.05715220725227565,-0.5682699069824011,2.3,-1.25,-2.5,1.0,1000.0
157,0.01,0.7182406603077052,48.105822043748915,0.039026348741821,-2.7027431915754625,2.3,-1.25,-2.5,1.0,1000.0
158,0.01,1.2373833935678018,46.60765615883021,0.03485676747385903,1.5141441078336424,2.3,-1.25,-2.5,1.0,1000.0
159,0.01,1.2973186411111683,50.0157165763478,0.031066286776019983,-0.7904861948734245,2.3,-1.25,-2.5,1.0,1000.0
160,0.01,1.3053701380447895,48.73521793778784,0.07048058418806208,-2.208700730932161,2.3,-1.25,-2.5,1.0,1000.0
161,0.01,0.6320607772310388,50.39381356196901,0.051971625560958974,-2.4100571644928634,2.3,-1.25,-2.5,1.0,1000.0
162,0.01,1.4259358051551039,49.88976498493127,0.09719445345029697,1.8185200488610347,2.3,-1.25,-2.5,1.0,1000.0
163,0.01,0.5811908851804566,47.44672037570572,0.05949357212786236,-2.4176827934104277,2.3,-1.25,-2.5,1.0,1000.0
164,0.01,1.1296691172870168,52.10269225385246,0.09931632679608685,0.4825450350113023,2.3,-1.25,-2.5,1.0,1000.0
165,0.01,0.587951058203879,49.48467221023795,0.010855776616473186,-3.6455342271582745,2.3,-1.25,-2.5,1.0,1000.0
166,0.01,1.0287379582209824,51.59806452241595,0.0727666854496053,0.08820829735940272,2.3,-1.25,-2.5,1.0,1000.0
167,0.01,1.236888673644527,52.97373939936069,0.08365573141206754,-1.493104630624242,2.3,-1.25,-2.5,1.0,1000.0
168,0.01,0.8711222042196953,51.406713034530505,0.05063667793885497,0.6655450844489588,2.3,-1.25,-2.5,1.0,1000.0
169,0.01,0.763428820212654,49.66900382000058,0.029536656851900593,-0.5373865884939715,2.3,-1.25,-2.5,1.0,1000.0
170,0.01,0.37256948326995354,47.6789921864552,0.06909455431135733,-2.789259133972076,2.3,-1.25,-2.5,1.0,1000.0
171,0.01,0.6196142005496696,49.997191043572855,0.08265798538401455,-4.157557929670425,2.3,-1.25,-2.5,1.0,1000.0
172,0.01,0.2918369335988987,50.57576675661031,0.05864358347744588,-0.0349714644671284,2.3,-1.25,-2.5,1.0,1000.0
173,0.01,1.0720379183272757,50.14481996094813,0.03877337168327933,1.4819425587082495,2.3,-1.25,-2.5,1.0,1000.0
174,0.01,1.2702882038863477,48.71367997464848,0.0467335620682625,-1.4307566526856799,2.3,-1.25,-2.5,1.0,1000.0
175,0.01,1.377969725082954,50.19756484858899,0.047351351691765985,-1.8238428031834935,2.3,-1.25,-2.5,1.0,1000.0
176,0.01,0.5159842900704915,48.750870935673426,0.09077578301236425,1.391417690702399,2.3,-1.25,-2.5,1.0,1000.0
177,0.01,0.7916108769909341,49.73654162313453,0.046758269556618326,-0.9724694299689842,2.3,-1.25,-2.5,1.0,1000.0
178,0.01,0.44455324011271885,52.899115029459225,0.02197168570351219,-1.3804583182829067,2.3,-1.25,-2.5,1.0,1000.0
179,0.01,1.3559047277751632,52.00620069094572,0.06802803945867086,0.6954872947896815,2.3,-1.25,-2.5,1.0,1000.0
180,0.01,0.8865021858770123,52.9754845691727,0.030363961271594637,-2.3788872821277876,2.3,-1.25,-2.5,1.0,1000.0
181,0.01,0.3433145050774673,50.69131550292708,0.05163369108522717,-2.402518087012435,2.3,-1.25,-2.5,1.0,1000.0
182,0.01,1.1531628127928268,50.2962835835088,0.03814114975160674,-1.250946667494,2.3,-1.25,-2.5,1.0,1000.0
183,0.01,1.3365454976289963,51.705018281241614,0.012789218089553862,1.8379207982927444,2.3,-1.25,-2.5,1.0,1000.0
184,0.01,1.0841896027675726,51.51403679083955,0.06059521104044983,-0.7849278036523941,2.3,-1.25,-2.5,1.0,1000.0
185,0.01,0.8675096864544226,52.142901497946184,0.017385923962321703,-1.4883606458361194,2.3,-1.25,-2.5,1.0,1000.0
186,0.01,0.4935420124361649,50.69236280532874,0.04595577267411671,-2.9151512234046733,2.3,-1.25,-2.5,1.0,1000.0
187,0.01,0.444066404619812,49.346847262126445,0.07978595560936161,-2.41376992004745,2.3,-1.25,-2.5,1.0,1000.0
188,0.01,0.26670953758186977,47.15142984754162,0.017133588834964145,1.641016559019664,2.3,-1.25,-2.5,1.0,1000.0
189,0.01,1.006538948395554,48.52730602512727,0.010062827642445534,-0.8555924427667021,2.3,-1.25,-2.5,1.0,1000.0
190,0.01,1.4722533668364208,48.37876337337799,0.08403084623412667,1.2294138760384437,2.3,-1.25,-2.5,1.0,1000.0
191,0.01,1.5096912843045365,49.27160427419011,0.06310339551619434,-0.45959202215480754,2.3,-1.25,-2.5,1.0,1000.0
192,0.01,1.5105874456919095,50.90470376526534,0.09553658900620451,-1.0990872608758293,2.3,-1.25,-2.5,1.0,1000.0
193,0.01,0.6617301311568691,48.1245058323392,0.05930547743647479,-3.3306286992075544,2.3,-1.25,-2.5,1.0,1000.0
194,0.01,0.4451414393807219,49.86313549620776,0.08216203072791516,-4.141972802544541,2.3,-1.25,-2.5,1.0,1000.0
195,0.01,1.0239939624655008,48.67914409240845,0.04061368494385602,-1.158302986014169,2.3,-1.25,-2.5,1.0,1000.0
196,0.01,1.1446991865454135,50.88693331242024,0.06695549241388546,0.888497990711075,2.3,-1.25,-2.5,1.0,1000.0
197,0.01,0.6043296437819881,50.262050403625224,0.01778824264716797,0.26745749150065556,2.3,-1.25,-2.5,1.0,1000.0
198,0.01,0.4252996823907901,47.33589269486244,0.05417237904546417,0.48882812211208826,2.3,-1.25,-2.5,1.0,1000.0
199,0.01,0.8714156823969185,52.643456157544755,0.0824973338206073,-3.463925375237655,2.3,-1.25,-2.5,1.0,1000.0
200,0.01,0.678102659819347,52.06144082491619,0.019763307892905913,-2.244771862776814,2.3,-1.25,-2.5,1.0,1000.0
201,0.01,1.306700139846285,48.25560565127978,0.03890850973822365,0.8772769528490141,2.3,-1.25,-2.5,1.0,1000.0
202,0.01,0.824287862480069,48.36155035993363,0.023693184171316297,-0.868106134413269,2.3,-1.25,-2.5,1.0,1000.0
203,0.01,0.8454834994606303,52.71687534239648,0.02443502477442066,-0.7120869918783868,2.3,-1.25,-2.5,1.0,1000.0
204,0.01,0.7983629445231819,52.52260762708259,0.03345232954407475,-0.5991236294994522,2.3,-1.25,-2.5,1.0,1000.0
205,0.01,0.889247851439821,51.296962625727225,0.05536083011606403,-0.8788436734976477,2.3,-1.25,-2.5,1.0,1000.0
206,0.01,0.46256871451514875,49.087788855507675,0.028697155845706396,-1.9517184067611186,2.3,-1.25,-2.5,1.0,1000.0
207,0.01,1.0733693004300053,52.187901262175565,0.046045435746135725,0.7720757476543918,2.3,-1.25,-2.5,1.0,1000.0
208,0.01,0.8303832158763094,49.76446382574299,0.09062793249537862,-0.7793286183457138,2.3,-1.25,-2.5,1.0,1000.0
209,0.01,1.3698057123321694,52.06527547450488,0.08304499044490725,0.7081244009081997,2.3,-1.25,-2.5,1.0,1000.0
210,0.01,1.2532342783219956,49.5830617115927,0.035905678207374406,1.4406844910780245,2.3,-1.25,-2.5,1.0,1000.0
211,0.01,1.534775703926904,51.816151618519285,0.09995865490083818,1.9527053320558325,2.3,-1.25,-2.5,1.0,1000.0
212,0.01,1.3819386684951371,50.04479819971151,0.06609304524745913,0.27902589972940106,2.3,-1.25,-2.5,1.0,1000.0
213,0.01,0.6090805076477198,46.09226873472877,0.07850287457968769,-0.09876127228154186,2.3,-1.25,-2.5,1.0,1000.0
214,0.01,0.5813661793747726,51.30752649387238,0.08969514278514046,-1.5655163721078194,2.3,-1.25,-2.5,1.0,1000.0
215,0.01,0.2121314953530238,48.26380560349664,0.03602505901850467,1.2870375990558056,2.3,-1.25,-2.5,1.0,1000.0
216,0.01,0.5891128124365677,52.912581399296194,0.014037561314742176,0.9600504305810107,2.3,-1.25,-2.5,1.0,1000.0
