,time,frequency,output,output_error
70,4.829413822433801,345400000000000.0,0.0175730976682166,0.0055881231782491
71,5.560564856593822,815200000000000.0,0.0004585895494587,0.0001369171815535
72,5.560564856593822,815200000000000.0,0.0005015613340107,0.0001369171815535
73,6.402408793538444,308300000000000.0,0.0250227121641708,0.0051260274498008
74,6.402408793538444,195200000000000.0,0.0662454799257347,0.0227498679716381
75,6.402408793538444,260100000000000.0,0.0473741478554803,0.0103613592627816
76,6.402408793538444,345400000000000.0,0.0073918356913127,0.0028733028596944
77,6.402408793538444,195200000000000.0,0.0791781283433353,0.0227498679716381
78,6.402408793538444,398300000000000.0,0.0047116077355085,0.0012471542538131
79,6.402408793538444,1141000000000000.0,0.0002912731187433,5.890236239343245e-05
80,7.371704029487359,398300000000000.0,0.0028116064376856,0.0007427623442658
81,7.371704029487359,815200000000000.0,0.0003253183316071,6.753559150419215e-05
82,8.487746104747986,627300000000000.0,0.0003020035739643,6.760425743752671e-05
83,9.772751815657813,627300000000000.0,0.0002749902535084,4.835820234684809e-05
84,11.252301479307595,308300000000000.0,0.0015058752657214,0.0005782367382849
85,11.252301479307595,627300000000000.0,0.0002370941626775,3.4840154944206484e-05
86,11.252301479307595,815200000000000.0,0.0001014903204257,2.5221880276280265e-05
87,11.252301479307595,195200000000000.0,0.0259616154370609,0.0062225705452239
88,11.252301479307595,1141000000000000.0,8.563040295102824e-05,1.556456947539002e-05
89,12.955848155108924,260100000000000.0,0.0041696064547601,0.0008262722482975
90,14.917303960164435,195200000000000.0,0.0072582477720674,0.0018486954559305
91,14.917303960164435,1141000000000000.0,3.955256031294496e-05,8.554480953971334e-06
92,17.175715150087534,627300000000000.0,3.863616451514902e-05,1.4351098756812985e-05
93,17.175715150087534,815200000000000.0,3.747194701349419e-05,1.0409619804666045e-05
94,19.776039403952364,345400000000000.0,3.144450018554778e-05,2.2885738890728596e-05
95,19.776039403952364,5000000000.0,0.1228693767366183,0.0391744423061175
96,22.770040786609304,345400000000000.0,8.014454835429086e-05,1.674809193451645e-05
97,26.21732020417753,5000000000.0,0.0892986516429719,0.0231090995608005
98,26.21732020417753,308300000000000.0,6.70077833756246e-05,1.4875023628458472e-05
99,30.18650186575828,5000000000.0,0.0828765568493546,0.0169870858624785
