,redshift,thv,loge0,thc,logn0,p,logepse,logepsb,xiN,g0
90,0.01,1.3591611821219327,50.223627877913266,0.07305957002867003,-0.8786492892027686,2.3,-1.25,-2.5,1.0,1000.0
91,0.01,0.8890097996944278,52.0009555953914,0.0909312095011215,1.5310113638511522,2.3,-1.25,-2.5,1.0,1000.0
92,0.01,0.7696805548024509,47.872453231259904,0.08422638432869477,0.16298775928058706,2.3,-1.25,-2.5,1.0,1000.0
93,0.01,0.3106399711911664,47.016884474484215,0.0904438885839102,-3.8497340100971824,2.3,-1.25,-2.5,1.0,1000.0
94,0.01,1.334477830201197,51.72115019138045,0.08863295957506458,0.1265753778263523,2.3,-1.25,-2.5,1.0,1000.0
95,0.01,1.1075707154788277,46.93374373764067,0.02665378152372226,-0.9198412094836241,2.3,-1.25,-2.5,1.0,1000.0
96,0.01,1.558718014523668,52.25302277267755,0.05345333740926863,1.1040140867868375,2.3,-1.25,-2.5,1.0,1000.0
97,0.01,1.0772962486682272,49.70813725786375,0.08134111680523572,1.8287830427397127,2.3,-1.25,-2.5,1.0,1000.0
98,0.01,1.4009394073467918,48.259034530250034,0.05803775047005019,1.183556365288613,2.3,-1.25,-2.5,1.0,1000.0
99,0.01,0.34208151333785364,52.267880539854524,0.04968791364309823,-3.3578978456586093,2.3,-1.25,-2.5,1.0,1000.0
100,0.01,1.0941097619038502,50.199277038239764,0.09723575756152159,1.1319278022424184,2.3,-1.25,-2.5,1.0,1000.0
101,0.01,1.2076999082026103,52.20815470202535,0.025969882125080453,-1.5570573277914175,2.3,-1.25,-2.5,1.0,1000.0
102,0.01,0.6423685050930188,51.40492390987981,0.08733625151263097,-3.650768888125304,2.3,-1.25,-2.5,1.0,1000.0
103,0.01,0.23419068214969144,46.34325402458428,0.07769735284844405,-3.5394301328002644,2.3,-1.25,-2.5,1.0,1000.0
104,0.01,0.7151132608179717,48.64304234666493,0.01303995065047154,-1.770194375615266,2.3,-1.25,-2.5,1.0,1000.0
105,0.01,0.2793577480606942,47.934435255053785,0.07739963143440913,-3.635449604721739,2.3,-1.25,-2.5,1.0,1000.0
106,0.01,0.8603942700452792,50.47440921899773,0.08319080036500724,0.5709703483352913,2.3,-1.25,-2.5,1.0,1000.0
107,0.01,0.3160014906785879,49.545635723538695,0.04958406146562122,1.7290424794126436,2.3,-1.25,-2.5,1.0,1000.0
108,0.01,1.3088007146742413,50.11198526216088,0.09046720996432311,1.6348602375081969,2.3,-1.25,-2.5,1.0,1000.0
109,0.01,1.5075406675520564,52.03349561146845,0.027341567760458978,-2.0522705127227447,2.3,-1.25,-2.5,1.0,1000.0
110,0.01,1.0865842931522902,48.910818600081875,0.06460279268473297,-3.2806218530919287,2.3,-1.25,-2.5,1.0,1000.0
111,0.01,1.3380074223027179,52.23305057660298,0.04192486279088655,0.5531595856493414,2.3,-1.25,-2.5,1.0,1000.0
112,0.01,0.4709215894287586,52.64461068411164,0.06394721373520365,-0.5091833028530033,2.3,-1.25,-2.5,1.0,1000.0
113,0.01,0.6185487028387571,51.3020737148439,0.06588619160910304,0.6806355406873443,2.3,-1.25,-2.5,1.0,1000.0
114,0.01,0.5757357088305758,46.74074577235127,0.08244033948287448,-0.7156703172898489,2.3,-1.25,-2.5,1.0,1000.0
115,0.01,1.3697355048917919,50.486915910509964,0.03710745493329852,-1.1263115538322825,2.3,-1.25,-2.5,1.0,1000.0
116,0.01,1.2173379282724879,49.774279270597965,0.03909536653919454,-2.941496028060159,2.3,-1.25,-2.5,1.0,1000.0
117,0.01,1.2324514843667738,50.97853682384702,0.02920850763820238,-0.5065896429846424,2.3,-1.25,-2.5,1.0,1000.0
118,0.01,0.7547390919900433,47.284389033472294,0.0492764610486699,0.9331372083975715,2.3,-1.25,-2.5,1.0,1000.0
119,0.01,1.1288398984902424,47.9622876216411,0.07168415547612106,-1.7899803986770415,2.3,-1.25,-2.5,1.0,1000.0
120,0.01,0.7413636845371105,46.80657230045938,0.07582997082440654,0.891417102043742,2.3,-1.25,-2.5,1.0,1000.0
121,0.01,0.6640564267615433,47.660473303271786,0.07067986808404819,1.262855913777666,2.3,-1.25,-2.5,1.0,1000.0
122,0.01,1.0125887288509134,50.28428014250261,0.011756646462702743,-1.9211568050618704,2.3,-1.25,-2.5,1.0,1000.0
123,0.01,0.21068942652488257,47.86719067098071,0.08922332888738045,1.0987492319595509,2.3,-1.25,-2.5,1.0,1000.0
124,0.01,0.5678017494422924,49.36457391897912,0.031099947829092048,-0.3221127247840343,2.3,-1.25,-2.5,1.0,1000.0
125,0.01,0.34420650483441145,50.38293160330912,0.070954245560704,-1.2891810628804161,2.3,-1.25,-2.5,1.0,1000.0
126,0.01,0.6438862442977331,48.407606988001746,0.0346190407498112,-1.0745415019778766,2.3,-1.25,-2.5,1.0,1000.0
127,0.01,0.24368658673379506,46.73327658342056,0.09190550369660037,-1.8800329583618907,2.3,-1.25,-2.5,1.0,1000.0
128,0.01,0.890525698270726,46.76444131310394,0.05300839024616391,1.0165464888449058,2.3,-1.25,-2.5,1.0,1000.0
129,0.01,0.6587782718505273,47.168760004866876,0.07114916019145816,-1.419532829202712,2.3,-1.25,-2.5,1.0,1000.0
130,0.01,0.6787677051794349,51.06430407635085,0.022303361473038876,-3.29229914137117,2.3,-1.25,-2.5,1.0,1000.0
131,0.01,1.0361235523927015,47.23695940904892,0.05928895575352803,1.5591264768684256,2.3,-1.25,-2.5,1.0,1000.0
132,0.01,0.7729209459019185,52.301996745019075,0.05308247321758506,-3.0045255241418953,2.3,-1.25,-2.5,1.0,1000.0
133,0.01,1.2241512559047438,51.099897771902164,0.013599241317281265,1.04287263533113,2.3,-1.25,-2.5,1.0,1000.0
134,0.01,0.5628180225844173,51.92987151341587,0.025743126973998276,-0.7599311038220815,2.3,-1.25,-2.5,1.0,1000.0
135,0.01,1.144410755901649,47.86923450395405,0.06938770738839295,0.2497181108842188,2.3,-1.25,-2.5,1.0,1000.0
136,0.01,0.9354311542250653,51.37157595493621,0.03319647656253604,-3.288146286199195,2.3,-1.25,-2.5,1.0,1000.0
137,0.01,0.319540220413214,47.75234437186438,0.09910311763033962,-3.6166689121399003,2.3,-1.25,-2.5,1.0,1000.0
138,0.01,1.042273345344574,49.04731668587957,0.0895165410111305,-3.5572552726144364,2.3,-1.25,-2.5,1.0,1000.0
139,0.01,0.35499200030688444,48.0361898328198,0.021546572522642457,-1.5141979793902043,2.3,-1.25,-2.5,1.0,1000.0
140,0.01,0.6696834709308183,50.653756277841104,0.04077130957643324,-3.0942274386714246,2.3,-1.25,-2.5,1.0,1000.0
141,0.01,0.09549508042638298,52.68472922568933,0.02452327377375212,-4.616292553038008,2.3,-1.25,-2.5,1.0,1000.0
142,0.01,0.4462296714660944,51.834567416520336,0.08524165089322865,-0.18077435674871456,2.3,-1.25,-2.5,1.0,1000.0
143,0.01,0.5382538383616455,52.556872855902625,0.04091441151490408,1.7565946665451468,2.3,-1.25,-2.5,1.0,1000.0
144,0.01,1.320580197755164,51.017081452076866,0.09642692577506497,-1.1308191389338402,2.3,-1.25,-2.5,1.0,1000.0
145,0.01,0.6196020358073224,48.80464167579878,0.05215376802019898,-2.8773221738695556,2.3,-1.25,-2.5,1.0,1000.0
146,0.01,1.3758641612855103,47.06939742687805,0.05285839072709439,-0.4498647409372323,2.3,-1.25,-2.5,1.0,1000.0
147,0.01,0.8232608178639763,50.50114192203561,0.04813759555614932,-2.540143008438837,2.3,-1.25,-2.5,1.0,1000.0
148,0.01,1.3600220299909005,49.06593234518942,0.06989782423071131,-2.222265174859916,2.3,-1.25,-2.5,1.0,1000.0
149,0.01,1.3346768849341635,51.8083633245938,0.05110873849505194,-1.7854236150792495,2.3,-1.25,-2.5,1.0,1000.0
150,0.01,1.1778659898505106,48.765158774287784,0.013730558430475718,-2.016605436615796,2.3,-1.25,-2.5,1.0,1000.0
151,0.01,0.8397008968895541,50.03173191673913,0.04212761155820195,0.8565246762511585,2.3,-1.25,-2.5,1.0,1000.0
152,0.01,1.3543841802381051,47.37035492520747,0.04385556352884287,-1.066420509801925,2.3,-1.25,-2.5,1.0,1000.0
153,0.01,1.252492494871782,48.738515931883,0.06393701098265747,-2.0964608035376227,2.3,-1.25,-2.5,1.0,1000.0
154,0.01,0.6981592456782421,50.55455601761543,0.048619546013725104,-0.9163778427003137,2.3,-1.25,-2.5,1.0,1000.0
155,0.01,1.2063686920488208,51.332359397638186,0.06479093731515026,1.7799913412539663,2.3,-1.25,-2.5,1.0,1000.0
156,0.01,0.7728284413720821,46.884630567887406,0.03352561385110551,0.8669973530665702,2.3,-1.25,-2.5,1.0,1000.0
157,0.01,1.2733988464505428,49.60415559050068,0.06998304309574517,0.5210585876658866,2.3,-1.25,-2.5,1.0,1000.0
158,0.01,0.8468667407955045,47.66626533618813,0.07673304881375832,-1.191908887871151,2.3,-1.25,-2.5,1.0,1000.0
159,0.01,0.9274048119019278,46.79720162881025,0.08671048952095292,-0.9104115354131501,2.3,-1.25,-2.5,1.0,1000.0
160,0.01,1.543774876032046,47.17759229391494,0.04110762268507309,0.37471808061756473,2.3,-1.25,-2.5,1.0,1000.0
161,0.01,1.3314608214827117,49.72427276614396,0.07004583798002871,-1.6166439674354378,2.3,-1.25,-2.5,1.0,1000.0
162,0.01,0.8463694999929364,48.83154513151853,0.09126858961521,0.6272410240102655,2.3,-1.25,-2.5,1.0,1000.0
163,0.01,0.8365460421374742,51.98767461776073,0.013168235485815279,0.6694072002632918,2.3,-1.25,-2.5,1.0,1000.0
164,0.01,1.234716369233478,50.401346911252084,0.01570383820777891,-2.7751298389740953,2.3,-1.25,-2.5,1.0,1000.0
165,0.01,1.0008419442788143,48.494350644341,0.017868479884108567,-0.04780003098304775,2.3,-1.25,-2.5,1.0,1000.0
166,0.01,0.444142865822766,46.04453776175657,0.05669688917048491,0.6846355712369689,2.3,-1.25,-2.5,1.0,1000.0
167,0.01,1.4692151513114446,49.37901761850707,0.06580363876099059,-1.8099353480502747,2.3,-1.25,-2.5,1.0,1000.0
168,0.01,0.5695812331479667,51.65567378302416,0.0556789177229692,-1.1036907766301627,2.3,-1.25,-2.5,1.0,1000.0
169,0.01,1.4694810744857756,50.83710795981468,0.07288817631858613,-0.7421386571706936,2.3,-1.25,-2.5,1.0,1000.0
170,0.01,0.7203446223808049,47.151255293010536,0.06045048517342563,-1.878909148634377,2.3,-1.25,-2.5,1.0,1000.0
171,0.01,0.968592334223487,46.844921755604645,0.049936950045402675,1.65773450715447,2.3,-1.25,-2.5,1.0,1000.0
172,0.01,1.1791533416984445,46.172491800773386,0.0888118064084215,1.798807507301082,2.3,-1.25,-2.5,1.0,1000.0
173,0.01,1.1847652335809957,50.67307388742177,0.035448707589466104,-1.1926361567871369,2.3,-1.25,-2.5,1.0,1000.0
174,0.01,0.8730314459898695,50.338997990773734,0.0206506014006083,-4.10429596040365,2.3,-1.25,-2.5,1.0,1000.0
175,0.01,1.3522795939692238,49.890168840725885,0.015460673102467931,-0.8985829309207283,2.3,-1.25,-2.5,1.0,1000.0
176,0.01,1.1963761118746763,50.30558267274308,0.05004528914750564,0.10878057314148037,2.3,-1.25,-2.5,1.0,1000.0
177,0.01,0.9542897463389107,48.88986447570082,0.033811155186217794,-0.954848614403085,2.3,-1.25,-2.5,1.0,1000.0
178,0.01,0.8584791768042714,50.93395324625024,0.014632668267268962,1.8308171651021423,2.3,-1.25,-2.5,1.0,1000.0
179,0.01,1.4109306716953727,47.88724629940748,0.027086710908260515,0.36377559166606765,2.3,-1.25,-2.5,1.0,1000.0
180,0.01,1.0581230062233,49.31683055871043,0.08403246983835173,1.807588487341337,2.3,-1.25,-2.5,1.0,1000.0
181,0.01,0.5971931011789209,50.196863834671255,0.020082531557251947,-2.911660896992398,2.3,-1.25,-2.5,1.0,1000.0
182,0.01,1.5134123223239788,48.95589306075603,0.06825636473195662,-1.4866091321735944,2.3,-1.25,-2.5,1.0,1000.0
183,0.01,1.4283053018913703,48.02200330753155,0.07747145168397886,-1.503783856555299,2.3,-1.25,-2.5,1.0,1000.0
184,0.01,1.1499186499349165,48.514400926967184,0.03795552645984504,0.024760007725686428,2.3,-1.25,-2.5,1.0,1000.0
185,0.01,1.1243552412818019,48.3206100155601,0.02514044550534654,-0.6187337043509791,2.3,-1.25,-2.5,1.0,1000.0
186,0.01,0.5307410426496476,52.867761366784315,0.03897973985594134,1.539336107455668,2.3,-1.25,-2.5,1.0,1000.0
187,0.01,0.7020088679911344,49.97504009089619,0.06281430048492596,-4.456088796590328,2.3,-1.25,-2.5,1.0,1000.0
188,0.01,1.5426533938951263,49.63280849073089,0.06635650211358138,1.6710902144949937,2.3,-1.25,-2.5,1.0,1000.0
189,0.01,0.7757533491190314,51.071263867421905,0.03957471039120034,-2.4169109022381736,2.3,-1.25,-2.5,1.0,1000.0
190,0.01,1.500244909618841,49.6998415889435,0.03473162580516595,-1.9975529233444504,2.3,-1.25,-2.5,1.0,1000.0
191,0.01,1.2560070677240687,51.0421894789046,0.03863918861752166,-2.704848413248121,2.3,-1.25,-2.5,1.0,1000.0
192,0.01,0.9340445335295865,50.52614510720001,0.09795926765557195,-3.733717766923476,2.3,-1.25,-2.5,1.0,1000.0
193,0.01,1.0022792564624936,48.165545454411976,0.018196353034176188,0.8609800640020167,2.3,-1.25,-2.5,1.0,1000.0
194,0.01,0.8298755646225049,47.11869437815023,0.04828918767394487,-0.6039915458966849,2.3,-1.25,-2.5,1.0,1000.0
195,0.01,1.519633919218958,49.71004553066783,0.0761797361649221,-3.2524234790427142,2.3,-1.25,-2.5,1.0,1000.0
196,0.01,0.9120120742974133,46.879953213428784,0.08685829714821384,1.9327096406348456,2.3,-1.25,-2.5,1.0,1000.0
197,0.01,1.4474173928745668,52.98963970406564,0.03462095818752547,-0.8305036759716558,2.3,-1.25,-2.5,1.0,1000.0
198,0.01,1.247276653008642,50.21213104252649,0.09558552079487931,-3.042543537455057,2.3,-1.25,-2.5,1.0,1000.0
199,0.01,1.1823213205676844,50.97094649578005,0.08325529490151264,-2.528075474681815,2.3,-1.25,-2.5,1.0,1000.0
200,0.01,0.7686482161169504,51.89308270468275,0.05256825376982022,0.9206077310085119,2.3,-1.25,-2.5,1.0,1000.0
201,0.01,0.24333568017391344,47.365179244185704,0.0759673320463159,-2.0888048067277065,2.3,-1.25,-2.5,1.0,1000.0
202,0.01,1.402627622887018,48.11895102416175,0.0845102533879666,0.7770823693509481,2.3,-1.25,-2.5,1.0,1000.0
203,0.01,1.1502493932155606,49.77188520803885,0.06916901103333133,-3.530764875997005,2.3,-1.25,-2.5,1.0,1000.0
204,0.01,1.511026646651527,52.201975368903675,0.042216533150636774,-2.0638167340002225,2.3,-1.25,-2.5,1.0,1000.0
205,0.01,0.8146360644567432,46.19524201031141,0.032770555807867356,1.3455703597966302,2.3,-1.25,-2.5,1.0,1000.0
206,0.01,0.7160586725232299,49.1506561232964,0.08923471262594229,-2.984737945486368,2.3,-1.25,-2.5,1.0,1000.0
207,0.01,1.192949419028735,51.8302367107342,0.06793876849887383,1.5365411121425119,2.3,-1.25,-2.5,1.0,1000.0
208,0.01,0.28328967329345617,51.78640295191509,0.09980415730735115,1.8599026672989476,2.3,-1.25,-2.5,1.0,1000.0
209,0.01,0.7692594041285812,51.75653594029558,0.08007334646621966,-3.26733484556485,2.3,-1.25,-2.5,1.0,1000.0
210,0.01,0.648076406248498,51.57361706782527,0.09867773605632513,0.12690646220952484,2.3,-1.25,-2.5,1.0,1000.0
211,0.01,0.6854057838304911,50.0448747083735,0.06506899048317437,-2.0137342335590005,2.3,-1.25,-2.5,1.0,1000.0
212,0.01,0.9303810494234253,46.37767432375256,0.09746756973877442,-0.011374003120161014,2.3,-1.25,-2.5,1.0,1000.0
213,0.01,1.3185930571412567,49.43762434669501,0.03998686027002665,1.8470723475646427,2.3,-1.25,-2.5,1.0,1000.0
214,0.01,1.2091297397065266,48.89581362668787,0.09576125311123636,-2.3942367980241412,2.3,-1.25,-2.5,1.0,1000.0
215,0.01,0.79624364871244,48.417636707024705,0.038769459879066465,-0.10013391781836045,2.3,-1.25,-2.5,1.0,1000.0
